"gene","pathway"
"FBXL4","ORPHA:369897"
"FBXL4","OMIM:615471"
"KLHL3","OMIM:614495"
"KLHL3","ORPHA:300525"
"BLOC1S6","ORPHA:280663"
"BLOC1S6","OMIM:614171"
"HIBCH","ORPHA:88639"
"HIBCH","OMIM:250620"
"VPS33B","ORPHA:2697"
"VPS33B","OMIM:208085"
"TINF2","OMIM:268130"
"TINF2","ORPHA:1775"
"TINF2","OMIM:127550"
"TINF2","ORPHA:3322"
"TINF2","OMIM:613990"
"TINF2","ORPHA:3088"
"SACS","ORPHA:98"
"SACS","OMIM:270550"
"FGF20","ORPHA:1848"
"FGF20","OMIM:615721"
"HSPB8","ORPHA:99945"
"HSPB8","OMIM:158590"
"HSPB8","OMIM:608673"
"HSPB8","ORPHA:139525"
"HSPB8","ORPHA:476093"
"SLC17A5","ORPHA:309331"
"SLC17A5","ORPHA:309334"
"SLC17A5","OMIM:269920"
"SLC17A5","ORPHA:309324"
"SLC17A5","OMIM:604369"
"CNNM4","ORPHA:1873"
"CNNM4","OMIM:217080"
"IL36RN","OMIM:614204"
"IL36RN","ORPHA:404546"
"IL36RN","ORPHA:163927"
"IL36RN","ORPHA:163931"
"IL36RN","ORPHA:247353"
"BSCL2","ORPHA:100998"
"BSCL2","ORPHA:139536"
"BSCL2","OMIM:600794"
"BSCL2","ORPHA:528"
"BSCL2","OMIM:269700"
"BSCL2","ORPHA:363400"
"BSCL2","OMIM:270685"
"BSCL2","OMIM:615924"
"TBL2","ORPHA:904"
"ELP4","OMIM:106210"
"ELP4","OMIM:617141"
"OPLAH","ORPHA:33572"
"OPLAH","OMIM:260005"
"TPK1","ORPHA:293955"
"TPK1","OMIM:614458"
"DNAI1","ORPHA:244"
"DNAI1","OMIM:244400"
"MLH3","OMIM:614385"
"MLH3","ORPHA:144"
"NPHP3","ORPHA:3032"
"NPHP3","ORPHA:294415"
"NPHP3","ORPHA:93589"
"NPHP3","OMIM:208540"
"NPHP3","OMIM:267010"
"NPHP3","OMIM:604387"
"NPHP3","ORPHA:3156"
"ATP2C1","ORPHA:2841"
"ATP2C1","OMIM:169600"
"ACAD8","ORPHA:79159"
"ACAD8","OMIM:611283"
"ANKRD1","ORPHA:154"
"PPA2","OMIM:617222"
"PPA2","OMIM:617223"
"B9D1","OMIM:617120"
"B9D1","ORPHA:564"
"B9D1","OMIM:614209"
"B9D1","ORPHA:475"
"FOXP1","ORPHA:391372"
"FOXP1","OMIM:613670"
"FOXP1","ORPHA:99860"
"FOXP1","ORPHA:52417"
"UQCRQ","ORPHA:1460"
"UQCRQ","OMIM:615159"
"AFF4","ORPHA:444077"
"AFF4","OMIM:616368"
"INVS","ORPHA:93591"
"INVS","OMIM:602088"
"INVS","ORPHA:3156"
"STK36","ORPHA:244"
"CPAMD8","OMIM:617319"
"DISC2","OMIM:181500"
"TUBGCP4","OMIM:616335"
"TUBGCP4","ORPHA:2518"
"GNMT","ORPHA:289891"
"GNMT","OMIM:606664"
"COQ2","OMIM:607426"
"COQ2","ORPHA:227510"
"COQ2","ORPHA:98933"
"COQ2","ORPHA:255249"
"BBS9","OMIM:615986"
"BBS9","ORPHA:110"
"AHDC1","OMIM:615829"
"AHDC1","ORPHA:412069"
"NFU1","OMIM:605711"
"NFU1","ORPHA:401869"
"MMADHC","ORPHA:308380"
"MMADHC","OMIM:277410"
"MMADHC","ORPHA:79283"
"MMADHC","ORPHA:308442"
"SRPX2","ORPHA:98889"
"SRPX2","OMIM:300643"
"SRPX2","ORPHA:163721"
"SRPX2","ORPHA:1945"
"PGAP2","OMIM:614207"
"PGAP2","ORPHA:247262"
"RBMX","OMIM:300238"
"ANGPTL3","OMIM:605019"
"HTRA2","ORPHA:2828"
"HTRA2","OMIM:617248"
"PCLO","OMIM:608027"
"PCLO","ORPHA:97249"
"SLCO1B3","ORPHA:3111"
"SLCO1B3","OMIM:237450"
"TRAC","ORPHA:397959"
"TRAC","OMIM:615387"
"CCDC22","ORPHA:7"
"CCDC22","OMIM:300963"
"LAMTOR2","ORPHA:90023"
"LAMTOR2","OMIM:610798"
"DCPS","OMIM:616459"
"DCPS","ORPHA:88616"
"OSTM1","OMIM:259720"
"OSTM1","ORPHA:85179"
"ACAD9","OMIM:611126"
"ACAD9","ORPHA:99901"
"FLVCR1","OMIM:609033"
"FLVCR1","ORPHA:88628"
"C1GALT1C1","OMIM:300622"
"SETD2","ORPHA:821"
"SETD2","OMIM:616831"
"NDUFAF4","OMIM:252010"
"NDUFAF4","ORPHA:2609"
"UBE2T","OMIM:616435"
"UBE2T","ORPHA:84"
"TBK1","OMIM:616439"
"TBK1","ORPHA:275872"
"TBK1","ORPHA:1930"
"TBK1","ORPHA:803"
"CTNNA3","ORPHA:293899"
"CTNNA3","ORPHA:293888"
"CTNNA3","OMIM:615616"
"CTNNA3","ORPHA:293910"
"ANKRD11","ORPHA:2332"
"ANKRD11","ORPHA:261250"
"ANKRD11","OMIM:148050"
"BLNK","OMIM:613502"
"BLNK","ORPHA:33110"
"ICOS","ORPHA:1572"
"ICOS","OMIM:240500"
"ICOS","OMIM:607594"
"SNX10","OMIM:615085"
"SNX10","ORPHA:667"
"PSMC3IP","OMIM:614324"
"PSMC3IP","ORPHA:243"
"GPSM2","ORPHA:314597"
"GPSM2","ORPHA:90636"
"GPSM2","OMIM:604213"
"UBIAD1","OMIM:121800"
"UBIAD1","ORPHA:98967"
"PYCR2","ORPHA:481152"
"PYCR2","ORPHA:2512"
"PYCR2","OMIM:616420"
"GMPPB","ORPHA:370959"
"GMPPB","ORPHA:363623"
"GMPPB","OMIM:615350"
"GMPPB","ORPHA:370968"
"GMPPB","OMIM:615351"
"GMPPB","ORPHA:353327"
"GMPPB","OMIM:615352"
"GMPPB","ORPHA:588"
"GMPPA","ORPHA:869"
"GMPPA","OMIM:615510"
"SEC61A1","OMIM:617056"
"ALG6","OMIM:603147"
"ALG6","ORPHA:79320"
"DSE","ORPHA:2953"
"DSE","OMIM:615539"
"POMT2","ORPHA:370959"
"POMT2","OMIM:236670"
"POMT2","OMIM:613156"
"POMT2","OMIM:613150"
"POMT2","ORPHA:370968"
"POMT2","ORPHA:899"
"POMT2","OMIM:613158"
"POMT2","ORPHA:588"
"POMT2","ORPHA:206559"
"SLC25A24","OMIM:612289"
"SLC25A24","ORPHA:2095"
"SLC25A24","ORPHA:2963"
"DMGDH","OMIM:605850"
"DMGDH","ORPHA:243343"
"PSAT1","OMIM:616038"
"PSAT1","OMIM:610992"
"PSAT1","ORPHA:284417"
"PSAT1","ORPHA:2671"
"UBQLN2","ORPHA:803"
"UBQLN2","OMIM:300857"
"DONSON","OMIM:251230"
"DONSON","OMIM:617604"
"EFEMP2","OMIM:614437"
"EFEMP2","ORPHA:90349"
"EFEMP2","ORPHA:314718"
"TBX21","OMIM:208550"
"SLC40A1","OMIM:606069"
"SLC40A1","ORPHA:139491"
"RAX","ORPHA:2542"
"RAX","OMIM:611038"
"VSX1","OMIM:122000"
"VSX1","OMIM:148300"
"VSX1","OMIM:614195"
"VSX1","ORPHA:98973"
"ADGRE2","ORPHA:493342"
"ADGRE2","OMIM:125630"
"SCAPER","ORPHA:791"
"RRM2B","ORPHA:254892"
"RRM2B","OMIM:613077"
"RRM2B","ORPHA:329336"
"RRM2B","OMIM:612075"
"RRM2B","ORPHA:298"
"RRM2B","ORPHA:480"
"RRM2B","ORPHA:255235"
"SMARCAL1","OMIM:242900"
"SMARCAL1","ORPHA:1830"
"DUOX2","ORPHA:95716"
"DUOX2","ORPHA:226316"
"DUOX2","OMIM:607200"
"SYCP3","OMIM:270960"
"SYCP3","ORPHA:399805"
"DEC1","OMIM:133239"
"IL21R","OMIM:615207"
"IL21R","ORPHA:357329"
"ATP6V0A4","ORPHA:402041"
"ATP6V0A4","OMIM:602722"
"PNPLA8","OMIM:251950"
"NEUROG3","ORPHA:83620"
"NEUROG3","OMIM:610370"
"DCAF8","OMIM:610100"
"DCAF8","ORPHA:401964"
"NSDHL","OMIM:300831"
"NSDHL","OMIM:308050"
"NSDHL","ORPHA:139"
"NSDHL","ORPHA:251383"
"DHH","OMIM:233420"
"DHH","ORPHA:168563"
"DHH","ORPHA:242"
"DHH","OMIM:607080"
"CDON","ORPHA:93925"
"CDON","ORPHA:93924"
"CDON","ORPHA:280195"
"CDON","ORPHA:95496"
"CDON","OMIM:614226"
"CDON","ORPHA:220386"
"CDON","ORPHA:93926"
"CDON","ORPHA:280200"
"IMPG2","ORPHA:99000"
"IMPG2","OMIM:616152"
"IMPG2","ORPHA:791"
"IMPG2","OMIM:613581"
"PDE11A","OMIM:610475"
"PDE11A","ORPHA:189439"
"FOXP3","ORPHA:37042"
"FOXP3","OMIM:304790"
"TBX22","ORPHA:921"
"TBX22","ORPHA:324601"
"TBX22","OMIM:303400"
"TBX22","OMIM:302905"
"SOST","OMIM:269500"
"SOST","ORPHA:3416"
"SOST","ORPHA:1513"
"SOST","OMIM:122860"
"SOST","ORPHA:3152"
"SOST","OMIM:239100"
"TPRKB","ORPHA:2065"
"TPRKB","OMIM:617731"
"COQ6","OMIM:614650"
"COQ6","ORPHA:93921"
"COQ6","ORPHA:280406"
"ASCC1","OMIM:614266"
"ASCC1","OMIM:616867"
"ASCC1","ORPHA:486811"
"EXOSC3","ORPHA:2254"
"EXOSC3","OMIM:614678"
"MRPS16","ORPHA:254920"
"MRPS16","OMIM:610498"
"PAM16","OMIM:613320"
"PAM16","ORPHA:401979"
"GMNN","ORPHA:2554"
"GMNN","OMIM:616835"
"WDPCP","ORPHA:1338"
"WDPCP","OMIM:217085"
"WDPCP","OMIM:615992"
"WDPCP","ORPHA:564"
"WDPCP","ORPHA:110"
"ATL1","OMIM:182600"
"ATL1","ORPHA:36386"
"ATL1","OMIM:613708"
"ATL1","ORPHA:100984"
"YARS2","ORPHA:2598"
"YARS2","OMIM:613561"
"POLR1D","ORPHA:861"
"POLR1D","OMIM:613717"
"GAL","OMIM:616461"
"MLXIPL","OMIM:194050"
"TNNI3K","ORPHA:436242"
"TNNI3K","OMIM:616117"
"SEPSECS","OMIM:613811"
"SEPSECS","ORPHA:247198"
"SEPSECS","ORPHA:2524"
"TRNT1","OMIM:616959"
"TRNT1","OMIM:616084"
"TRNT1","ORPHA:369861"
"IFT52","ORPHA:1515"
"IFT52","OMIM:617102"
"ABHD5","OMIM:275630"
"ABHD5","ORPHA:98907"
"MECR","OMIM:617282"
"NDUFAF1","OMIM:252010"
"NDUFAF1","ORPHA:289527"
"NDUFAF1","ORPHA:2609"
"RDH11","ORPHA:436245"
"RDH11","OMIM:616108"
"ZDHHC9","OMIM:300799"
"ZDHHC9","ORPHA:776"
"COQ4","OMIM:616276"
"COQ4","ORPHA:457185"
"SBDS","ORPHA:88"
"SBDS","ORPHA:811"
"SBDS","OMIM:260400"
"IER3IP1","ORPHA:306558"
"IER3IP1","OMIM:614231"
"SAR1B","OMIM:246700"
"SAR1B","ORPHA:71"
"ANGPTL4","OMIM:615881"
"RLIM","OMIM:300978"
"RLIM","ORPHA:777"
"CEP83","ORPHA:93591"
"CEP83","OMIM:615862"
"IRAK4","OMIM:610799"
"IRAK4","ORPHA:70592"
"IRAK4","OMIM:607676"
"SLC45A2","OMIM:606574"
"SLC45A2","ORPHA:79435"
"DCTN4","ORPHA:586"
"MYO15A","ORPHA:90636"
"MYO15A","OMIM:600316"
"CRBN","OMIM:607417"
"CRBN","ORPHA:88616"
"PLCE1","ORPHA:93220"
"PLCE1","ORPHA:93213"
"PLCE1","ORPHA:93217"
"PLCE1","OMIM:610725"
"NIN","ORPHA:319675"
"NIN","OMIM:614851"
"TACO1","OMIM:220110"
"TACO1","ORPHA:255241"
"GP6","OMIM:614201"
"GP6","ORPHA:98885"
"GLRX5","OMIM:205950"
"GLRX5","OMIM:616860"
"GLRX5","ORPHA:255132"
"GLRX5","ORPHA:401866"
"GLRX5","OMIM:616859"
"CCDC174","OMIM:616816"
"CCDC174","ORPHA:467176"
"NT5C3A","OMIM:266120"
"NT5C3A","ORPHA:35120"
"TMEM216","OMIM:608091"
"TMEM216","ORPHA:2754"
"TMEM216","ORPHA:2318"
"TMEM216","OMIM:603194"
"TMEM216","ORPHA:564"
"CD320","ORPHA:280183"
"CD320","OMIM:613646"
"TIMMDC1","OMIM:252010"
"KCNK9","OMIM:612292"
"KCNK9","ORPHA:166108"
"REEP2","OMIM:615625"
"REEP2","ORPHA:401849"
"NME8","ORPHA:244"
"NME8","OMIM:610852"
"PHF21A","ORPHA:52022"
"WAC","ORPHA:466950"
"WAC","ORPHA:284169"
"WAC","OMIM:616708"
"SPG21","OMIM:248900"
"SPG21","ORPHA:101001"
"DACT1","ORPHA:268823"
"DACT1","ORPHA:857"
"DACT1","OMIM:617466"
"DACT1","ORPHA:63260"
"MBTPS2","OMIM:308205"
"MBTPS2","OMIM:308800"
"MBTPS2","ORPHA:2273"
"MBTPS2","OMIM:300918"
"MBTPS2","ORPHA:2340"
"MBTPS2","ORPHA:659"
"MBTPS2","ORPHA:85284"
"ZMYND10","ORPHA:244"
"ZMYND10","OMIM:615444"
"POMP","ORPHA:281201"
"POMP","OMIM:601952"
"PRKAG2","OMIM:600858"
"PRKAG2","ORPHA:439854"
"PRKAG2","OMIM:194200"
"PRKAG2","OMIM:261740"
"DCDC2","OMIM:617394"
"DCDC2","ORPHA:90636"
"DCDC2","ORPHA:480556"
"DCDC2","ORPHA:84081"
"DCDC2","OMIM:610212"
"DCDC2","OMIM:616217"
"CABP2","ORPHA:90636"
"CABP2","OMIM:614899"
"HIKESHI","ORPHA:495844"
"HIKESHI","OMIM:616881"
"LARS","ORPHA:370088"
"LARS","OMIM:615438"
"TMEM138","ORPHA:2318"
"TMEM138","OMIM:614465"
"TDP2","OMIM:616949"
"TDP2","ORPHA:404493"
"LARP7","ORPHA:319671"
"LARP7","OMIM:615071"
"NBAS","ORPHA:391677"
"NBAS","OMIM:614800"
"NBAS","OMIM:616483"
"NBAS","ORPHA:464724"
"LIPT1","ORPHA:401862"
"LIPT1","OMIM:616299"
"LIPT1","ORPHA:255241"
"PIGT","OMIM:615398"
"PIGT","ORPHA:369837"
"PIGT","OMIM:615399"
"KLF13","OMIM:612001"
"DYNC2LI1","ORPHA:474"
"DYNC2LI1","ORPHA:289"
"DYNC2LI1","OMIM:617088"
"OTUD6B","OMIM:617452"
"PTRH2","OMIM:616263"
"PTRH2","ORPHA:456312"
"MPC1","OMIM:614741"
"MPC1","ORPHA:447784"
"SUFU","ORPHA:251863"
"SUFU","ORPHA:36"
"SUFU","OMIM:155255"
"SUFU","ORPHA:377"
"SUFU","ORPHA:263662"
"SUFU","ORPHA:251858"
"SUFU","OMIM:617757"
"SUFU","OMIM:109400"
"SUFU","ORPHA:280200"
"PADI3","OMIM:191480"
"PADI3","ORPHA:1410"
"RAB23","ORPHA:65759"
"RAB23","OMIM:201000"
"UPB1","OMIM:613161"
"UPB1","ORPHA:65287"
"WWOX","OMIM:616211"
"WWOX","ORPHA:99977"
"WWOX","ORPHA:251510"
"WWOX","ORPHA:284282"
"WWOX","OMIM:614322"
"WWOX","ORPHA:442835"
"RTEL1","ORPHA:1775"
"RTEL1","OMIM:616373"
"RTEL1","ORPHA:3322"
"RTEL1","ORPHA:2032"
"RTEL1","OMIM:615190"
"ERAP1","ORPHA:117"
"ATP8A2","ORPHA:1766"
"ATP8A2","OMIM:615268"
"INPP5K","OMIM:617404"
"INPP5K","ORPHA:559"
"MAP3K20","OMIM:617760"
"MAP3K20","ORPHA:488232"
"MAP3K20","ORPHA:2020"
"MAP3K20","OMIM:616890"
"MYOZ2","OMIM:613838"
"TUBA8","OMIM:613180"
"TUBA8","ORPHA:250972"
"ADA2","ORPHA:404553"
"ADA2","ORPHA:820"
"ADA2","OMIM:182410"
"ADA2","OMIM:615688"
"BCL11A","ORPHA:251380"
"BCL11A","OMIM:617101"
"CLIC5","ORPHA:90636"
"CLIC5","OMIM:616042"
"BCO1","OMIM:115300"
"BCO1","ORPHA:199285"
"FGFRL1","OMIM:194190"
"MYO3A","OMIM:607101"
"MYO3A","ORPHA:90636"
"A4GALT","OMIM:111400"
"TSPEAR","ORPHA:90636"
"TSPEAR","OMIM:614861"
"RIPK4","OMIM:263650"
"RIPK4","ORPHA:1234"
"GPR88","OMIM:616939"
"NANS","OMIM:610442"
"NANS","ORPHA:168454"
"CYCS","ORPHA:168629"
"CYCS","OMIM:612004"
"TREM2","ORPHA:100070"
"TREM2","ORPHA:1020"
"TREM2","OMIM:221770"
"TREM2","ORPHA:803"
"TREM2","ORPHA:2770"
"TREM2","ORPHA:275864"
"TREM2","ORPHA:100069"
"GDAP1","ORPHA:99944"
"GDAP1","ORPHA:101097"
"GDAP1","ORPHA:99948"
"GDAP1","ORPHA:101102"
"GDAP1","ORPHA:217055"
"GDAP1","OMIM:608340"
"GDAP1","OMIM:607706"
"GDAP1","OMIM:214400"
"GDAP1","OMIM:607831"
"DPM3","ORPHA:263494"
"DPM3","OMIM:612937"
"SOX18","ORPHA:69735"
"SOX18","OMIM:137940"
"SOX18","OMIM:607823"
"WNT4","ORPHA:247768"
"WNT4","OMIM:611812"
"WNT4","OMIM:158330"
"WNT4","ORPHA:139466"
"TERF2IP","ORPHA:618"
"ANLN","OMIM:616032"
"ANLN","ORPHA:93213"
"RIN2","OMIM:613075"
"RIN2","ORPHA:217335"
"RETREG1","ORPHA:970"
"RETREG1","OMIM:201300"
"RETREG1","OMIM:613115"
"RNF216","OMIM:212840"
"RNF216","ORPHA:1173"
"DGCR8","OMIM:192430"
"PRMT7","OMIM:617157"
"PRMT7","ORPHA:464288"
"TMCO1","ORPHA:1394"
"ADAMTSL4","OMIM:225200"
"ADAMTSL4","OMIM:225100"
"ADAMTSL4","ORPHA:1885"
"NDUFB11","OMIM:300952"
"NDUFB11","ORPHA:2556"
"MAGEL2","ORPHA:98754"
"MAGEL2","OMIM:615547"
"MAGEL2","ORPHA:177901"
"MAGEL2","ORPHA:398069"
"MAGEL2","OMIM:176270"
"MAGEL2","ORPHA:177904"
"MAGEL2","ORPHA:177910"
"DLL4","OMIM:616589"
"DLL4","ORPHA:1114"
"DLL4","ORPHA:974"
"EGLN1","ORPHA:247511"
"EGLN1","OMIM:609820"
"LZTFL1","OMIM:615994"
"LZTFL1","ORPHA:110"
"UGT1A1","OMIM:237900"
"UGT1A1","OMIM:606785"
"UGT1A1","OMIM:218800"
"UGT1A1","ORPHA:2312"
"UGT1A1","ORPHA:79234"
"UGT1A1","ORPHA:79235"
"UGT1A1","ORPHA:240905"
"UGT1A1","ORPHA:240885"
"TMEM106B","ORPHA:100070"
"TMEM106B","ORPHA:275864"
"TMEM106B","ORPHA:100069"
"PDP1","OMIM:608782"
"PDP1","ORPHA:79246"
"CNGB3","OMIM:262300"
"CNGB3","ORPHA:49382"
"CNGB3","ORPHA:1871"
"CNGB3","ORPHA:827"
"CNGB3","OMIM:248200"
"SLC6A20","OMIM:138500"
"SLC6A20","ORPHA:42062"
"SLC6A20","OMIM:242600"
"IL17RD","OMIM:615267"
"IL17RD","OMIM:146110"
"IL17RD","ORPHA:478"
"FAM20A","ORPHA:1031"
"FAM20A","OMIM:204690"
"FAM20A","ORPHA:171836"
"TRIM44","ORPHA:250923"
"TRIM44","OMIM:617142"
"HYDIN","ORPHA:244"
"HYDIN","OMIM:608647"
"TET2","ORPHA:729"
"TET2","OMIM:614286"
"TET2","ORPHA:86839"
"TET2","ORPHA:86845"
"TET2","ORPHA:75564"
"TET2","ORPHA:98826"
"TET2","ORPHA:3318"
"TET2","ORPHA:824"
"TRPM4","ORPHA:871"
"TRPM4","OMIM:604559"
"TRPM4","ORPHA:130"
"KLHL24","OMIM:617294"
"CNNM2","OMIM:613882"
"CNNM2","OMIM:616418"
"CNNM2","ORPHA:34527"
"AHI1","ORPHA:220493"
"AHI1","OMIM:608629"
"AHI1","ORPHA:791"
"AHI1","ORPHA:475"
"DYM","OMIM:223800"
"DYM","ORPHA:239"
"DYM","ORPHA:178355"
"DYM","OMIM:607326"
"SAMD9","OMIM:617053"
"SAMD9","ORPHA:306658"
"SAMD9","OMIM:610455"
"SAMD9","ORPHA:494433"
"NDE1","ORPHA:2177"
"NDE1","OMIM:605013"
"NDE1","OMIM:614019"
"NDE1","ORPHA:443162"
"NDE1","ORPHA:1083"
"VPS13C","OMIM:616840"
"VPS13C","ORPHA:2828"
"APTX","OMIM:208920"
"APTX","ORPHA:1168"
"CC2D1A","OMIM:608443"
"CC2D1A","ORPHA:88616"
"PIGG","OMIM:616917"
"PIGG","ORPHA:488635"
"BCOR","ORPHA:568"
"BCOR","ORPHA:457246"
"BCOR","ORPHA:2712"
"BCOR","OMIM:300166"
"BCOR","OMIM:309800"
"NSUN2","ORPHA:235"
"NSUN2","OMIM:611091"
"NSUN2","ORPHA:88616"
"RNF43","ORPHA:157798"
"RNF43","OMIM:617108"
"TTC19","OMIM:615157"
"TTC19","ORPHA:1460"
"MKS1","OMIM:615990"
"MKS1","ORPHA:220493"
"MKS1","OMIM:249000"
"MKS1","OMIM:617121"
"MKS1","ORPHA:564"
"MKS1","ORPHA:110"
"MKS1","ORPHA:475"
"TMEM260","OMIM:617478"
"DNAAF5","ORPHA:244"
"DNAAF5","OMIM:614874"
"IMPAD1","OMIM:614078"
"IMPAD1","ORPHA:280586"
"TRMT10C","ORPHA:478042"
"TRMT10C","OMIM:616974"
"SARS2","OMIM:613845"
"SARS2","ORPHA:363694"
"RNF125","OMIM:616260"
"SDHAF2","OMIM:601650"
"SDHAF2","ORPHA:29072"
"TMEM70","OMIM:614052"
"TMEM70","ORPHA:1194"
"SLC25A38","OMIM:205950"
"SLC25A38","ORPHA:260305"
"CLN6","OMIM:601780"
"CLN6","ORPHA:228340"
"CLN6","ORPHA:228363"
"CLN6","OMIM:204300"
"RMND1","OMIM:614922"
"RMND1","ORPHA:324535"
"FKBP14","ORPHA:300179"
"FKBP14","OMIM:614557"
"MOCOS","OMIM:603592"
"MOCOS","ORPHA:93602"
"CCDC40","ORPHA:244"
"CCDC40","OMIM:613808"
"SLC52A1","OMIM:615026"
"SLC52A1","ORPHA:411712"
"SOBP","OMIM:613671"
"AGGF1","ORPHA:90308"
"WDR60","ORPHA:474"
"WDR60","OMIM:615503"
"WDR60","ORPHA:93271"
"FANCL","OMIM:614083"
"FANCL","ORPHA:84"
"FANCL","OMIM:189960"
"ANO10","ORPHA:284289"
"ANO10","OMIM:613728"
"ARMC4","OMIM:615451"
"ARMC4","ORPHA:244"
"RBM28","OMIM:612079"
"RBM28","ORPHA:157954"
"WRAP53","ORPHA:1775"
"WRAP53","OMIM:613988"
"THAP1","OMIM:602629"
"THAP1","ORPHA:98806"
"MTPAP","ORPHA:254343"
"MTPAP","OMIM:613672"
"TMEM38B","ORPHA:216820"
"TMEM38B","OMIM:615066"
"DARS2","OMIM:611105"
"DARS2","ORPHA:137898"
"RFWD3","OMIM:617784"
"RFWD3","ORPHA:84"
"PNPO","OMIM:610090"
"PNPO","ORPHA:79096"
"CEP55","OMIM:236500"
"DNAAF2","ORPHA:244"
"DNAAF2","OMIM:612518"
"LINS1","OMIM:614340"
"LINS1","ORPHA:88616"
"SETD5","OMIM:615761"
"SETD5","ORPHA:199"
"SETD5","ORPHA:404440"
"ATAD3A","OMIM:617183"
"BBS7","OMIM:615984"
"BBS7","ORPHA:110"
"RCBTB1","OMIM:617175"
"RCBTB1","ORPHA:99002"
"P3H2","OMIM:614292"
"P3H2","ORPHA:98619"
"FANCI","OMIM:609053"
"FANCI","ORPHA:84"
"FANCI","OMIM:189960"
"STEAP3","OMIM:615234"
"STEAP3","ORPHA:300298"
"YY1AP1","OMIM:602531"
"YY1AP1","ORPHA:79094"
"ELP2","OMIM:617270"
"ASXL2","OMIM:617190"
"VPS53","ORPHA:247198"
"VPS53","OMIM:615851"
"CWF19L1","OMIM:616127"
"CWF19L1","ORPHA:453521"
"SLC29A3","ORPHA:1782"
"SLC29A3","ORPHA:168569"
"SLC29A3","OMIM:602782"
"UFSP2","ORPHA:2114"
"UFSP2","OMIM:142669"
"SLC35C1","ORPHA:99843"
"SLC35C1","OMIM:266265"
"NOP10","ORPHA:1775"
"NOP10","OMIM:224230"
"TRIM36","OMIM:206500"
"DHTKD1","ORPHA:79154"
"DHTKD1","OMIM:204750"
"DHTKD1","OMIM:615025"
"DHTKD1","ORPHA:329258"
"SLC30A10","OMIM:613280"
"SLC30A10","ORPHA:309854"
"FOXRED1","OMIM:256000"
"FOXRED1","OMIM:252010"
"FOXRED1","ORPHA:2609"
"FOXRED1","ORPHA:255241"
"KIF21A","OMIM:135700"
"KIF21A","ORPHA:45358"
"FERMT1","ORPHA:2908"
"FERMT1","ORPHA:2907"
"FERMT1","OMIM:173650"
"POMGNT1","ORPHA:370959"
"POMGNT1","OMIM:253280"
"POMGNT1","ORPHA:206564"
"POMGNT1","OMIM:617123"
"POMGNT1","ORPHA:791"
"POMGNT1","OMIM:613151"
"POMGNT1","ORPHA:899"
"POMGNT1","ORPHA:588"
"POMGNT1","OMIM:613157"
"SLC39A4","OMIM:201100"
"SLC39A4","ORPHA:37"
"CHD7","ORPHA:432"
"CHD7","ORPHA:39041"
"CHD7","OMIM:612370"
"CHD7","OMIM:214800"
"CHD7","ORPHA:138"
"CHD7","OMIM:189960"
"CHD7","ORPHA:478"
"FLVCR2","ORPHA:221126"
"FLVCR2","OMIM:225790"
"OSGEP","ORPHA:2065"
"OSGEP","OMIM:617729"
"PIGV","OMIM:239300"
"PIGV","ORPHA:247262"
"NHP2","ORPHA:1775"
"NHP2","OMIM:613987"
"NHP2","OMIM:224230"
"TMEM127","ORPHA:319276"
"TMEM127","ORPHA:29072"
"PEX26","OMIM:614872"
"PEX26","ORPHA:772"
"PEX26","ORPHA:44"
"PEX26","OMIM:614873"
"PEX26","ORPHA:912"
"LIMS2","OMIM:616827"
"LIMS2","ORPHA:466801"
"TRMU","ORPHA:254864"
"TRMU","ORPHA:217371"
"TRMU","ORPHA:90641"
"TRMU","OMIM:613070"
"TRMU","OMIM:580000"
"TRMU","ORPHA:168609"
"PACS1","OMIM:615009"
"PACS1","ORPHA:329224"
"FRMD4A","OMIM:616819"
"FRMD4A","ORPHA:466688"
"VAC14","ORPHA:497906"
"VAC14","ORPHA:3472"
"VAC14","OMIM:617054"
"IARS2","ORPHA:436174"
"IARS2","OMIM:616007"
"POLR3B","OMIM:607694"
"POLR3B","ORPHA:88637"
"POLR3B","ORPHA:85186"
"POLR3B","OMIM:146110"
"POLR3B","OMIM:614381"
"CCDC88A","OMIM:617507"
"CCDC88A","OMIM:260565"
"CCDC88A","ORPHA:99807"
"TENM3","ORPHA:98938"
"TENM3","OMIM:615145"
"WDR11","ORPHA:432"
"WDR11","OMIM:614858"
"WDR11","OMIM:146110"
"WDR11","ORPHA:95496"
"WDR11","ORPHA:478"
"HHAT","ORPHA:1422"
"AGK","OMIM:614691"
"AGK","ORPHA:98994"
"AGK","ORPHA:1369"
"AGK","OMIM:212350"
"CDK5RAP2","ORPHA:2512"
"CDK5RAP2","OMIM:604804"
"IFT122","ORPHA:1515"
"IFT122","OMIM:218330"
"IFT122","ORPHA:93268"
"NGLY1","OMIM:615273"
"NGLY1","ORPHA:404454"
"TDP1","OMIM:607250"
"TDP1","ORPHA:94124"
"MBD5","OMIM:156200"
"MBD5","ORPHA:228402"
"MBD5","ORPHA:178469"
"ERMARD","ORPHA:75857"
"ERMARD","ORPHA:98892"
"ERMARD","OMIM:615544"
"MCTP2","ORPHA:1596"
"LMBRD1","OMIM:277380"
"LMBRD1","ORPHA:79284"
"SCN3B","ORPHA:334"
"SCN3B","OMIM:613120"
"SCN3B","ORPHA:130"
"HR","OMIM:146550"
"HR","OMIM:203655"
"HR","OMIM:209500"
