"gene","pathway"
"CDSN","OMIM:270300"
"CDSN","ORPHA:90368"
"CDSN","ORPHA:263553"
"CDSN","OMIM:146520"
"CEBPA","ORPHA:319480"
"CEBPA","ORPHA:319465"
"CEBPA","ORPHA:102724"
"CEBPA","OMIM:601626"
"CEBPE","OMIM:245480"
"CEBPE","ORPHA:169142"
"CEL","ORPHA:552"
"CEL","OMIM:609812"
"CENPE","OMIM:616051"
"CENPE","ORPHA:808"
"CENPF","OMIM:243605"
"CENPF","OMIM:616369"
"CENPF","ORPHA:444069"
"CETP","OMIM:143470"
"CETP","ORPHA:79506"
"CFL2","OMIM:610687"
"CFL2","ORPHA:171436"
"CTSC","ORPHA:2342"
"CTSC","ORPHA:678"
"CTSC","OMIM:170650"
"CTSC","OMIM:245000"
"CTSC","OMIM:245010"
"CFTR","OMIM:277180"
"CFTR","ORPHA:586"
"CFTR","OMIM:219700"
"CFTR","ORPHA:60033"
"CFTR","ORPHA:48"
"CFTR","ORPHA:399805"
"CFTR","ORPHA:676"
"CHAT","OMIM:254210"
"CHAT","ORPHA:98914"
"CHD2","OMIM:615369"
"CHD2","ORPHA:2382"
"CHD2","ORPHA:1942"
"CHD4","OMIM:617159"
"CHKB","ORPHA:280671"
"CHKB","OMIM:602541"
"CHM","ORPHA:180"
"CHM","OMIM:303100"
"CHN1","OMIM:604356"
"CHN1","ORPHA:233"
"LYST","ORPHA:352723"
"LYST","ORPHA:167"
"LYST","OMIM:214500"
"CHRM3","ORPHA:2970"
"CHRM3","OMIM:100100"
"CHRNA1","ORPHA:33108"
"CHRNA1","OMIM:253290"
"CHRNA1","ORPHA:98913"
"CHRNA1","OMIM:608930"
"CHRNA1","OMIM:601462"
"CHRNA2","ORPHA:98784"
"CHRNA2","OMIM:610353"
"CHRNA4","OMIM:600513"
"CHRNA4","ORPHA:98784"
"CHRNA7","ORPHA:199318"
"CHRNA7","OMIM:612001"
"CHRNB1","ORPHA:98913"
"CHRNB1","OMIM:616314"
"CHRNB1","OMIM:616313"
"CHRNB2","ORPHA:98784"
"CHRNB2","OMIM:605375"
"CHRND","ORPHA:33108"
"CHRND","OMIM:616323"
"CHRND","OMIM:616321"
"CHRND","OMIM:616322"
"CHRND","OMIM:253290"
"CHRND","ORPHA:98913"
"CHRNE","OMIM:608931"
"CHRNE","OMIM:605809"
"CHRNE","ORPHA:98913"
"CHRNE","OMIM:616324"
"CHRNG","ORPHA:2990"
"CHRNG","ORPHA:33108"
"CHRNG","OMIM:253290"
"CHRNG","OMIM:265000"
"CHUK","OMIM:613630"
"CHUK","ORPHA:465824"
"ERCC8","OMIM:216400"
"ERCC8","ORPHA:90324"
"ERCC8","ORPHA:178338"
"ERCC8","ORPHA:90321"
"ERCC8","OMIM:614621"
"ERCC8","ORPHA:90322"
"AP1S1","OMIM:609313"
"AP1S1","ORPHA:171851"
"AP2S1","OMIM:600740"
"AP2S1","ORPHA:101050"
"CLCN1","ORPHA:614"
"CLCN1","OMIM:160800"
"CLCN1","OMIM:255700"
"CLCN2","ORPHA:363540"
"CLCN2","ORPHA:307"
"CLCN2","OMIM:615651"
"CLCN4","ORPHA:777"
"CLCN4","ORPHA:485350"
"CLCN4","OMIM:300114"
"CLCN5","OMIM:308990"
"CLCN5","OMIM:310468"
"CLCN5","OMIM:300009"
"CLCN5","OMIM:300554"
"CLCN5","ORPHA:93622"
"CLCN7","ORPHA:53"
"CLCN7","ORPHA:667"
"CLCN7","OMIM:166600"
"CLCN7","OMIM:611490"
"CLCN7","ORPHA:210110"
"CLCNKA","ORPHA:89938"
"CLCNKA","OMIM:613090"
"CLCNKB","OMIM:607364"
"CLCNKB","ORPHA:89938"
"CLCNKB","ORPHA:358"
"CLCNKB","ORPHA:93605"
"CLCNKB","OMIM:613090"
"CLIC2","OMIM:300886"
"CLIC2","OMIM:300815"
"CLIC2","ORPHA:324410"
"TPP1","ORPHA:228349"
"TPP1","ORPHA:284324"
"TPP1","OMIM:204500"
"CLN3","OMIM:204200"
"CLN3","ORPHA:228346"
"CLN5","OMIM:256731"
"CLN5","ORPHA:228360"
"CCR1","ORPHA:117"
"CCR6","ORPHA:220393"
"CCR6","ORPHA:220402"
"ABCC2","ORPHA:234"
"ABCC2","OMIM:237500"
"CNGB1","ORPHA:791"
"CNGB1","OMIM:613767"
"CNGA1","OMIM:613756"
"CNGA1","ORPHA:791"
"CNGA1","OMIM:268000"
"CNGA3","OMIM:216900"
"CNGA3","ORPHA:49382"
"CNGA3","ORPHA:1872"
"CNTN1","OMIM:612540"
"CNTN1","ORPHA:210163"
"COL1A1","ORPHA:216804"
"COL1A1","ORPHA:31112"
"COL1A1","OMIM:166210"
"COL1A1","OMIM:259420"
"COL1A1","OMIM:130060"
"COL1A1","ORPHA:99875"
"COL1A1","ORPHA:216820"
"COL1A1","OMIM:130000"
"COL1A1","ORPHA:90309"
"COL1A1","ORPHA:230845"
"COL1A1","OMIM:114000"
"COL1A1","OMIM:166220"
"COL1A1","ORPHA:90318"
"COL1A1","ORPHA:314029"
"COL1A1","ORPHA:216796"
"COL1A1","ORPHA:1310"
"COL1A1","ORPHA:230857"
"COL1A1","OMIM:166200"
"COL1A1","ORPHA:216812"
"COL1A2","ORPHA:216804"
"COL1A2","ORPHA:99876"
"COL1A2","OMIM:166210"
"COL1A2","OMIM:617821"
"COL1A2","OMIM:259420"
"COL1A2","OMIM:130060"
"COL1A2","ORPHA:216820"
"COL1A2","OMIM:166220"
"COL1A2","OMIM:225320"
"COL1A2","ORPHA:230851"
"COL1A2","ORPHA:314029"
"COL1A2","ORPHA:216796"
"COL1A2","ORPHA:230857"
"COL1A2","ORPHA:216812"
"COL2A1","OMIM:151210"
"COL2A1","ORPHA:93297"
"COL2A1","ORPHA:137678"
"COL2A1","OMIM:271700"
"COL2A1","ORPHA:93346"
"COL2A1","ORPHA:166011"
"COL2A1","ORPHA:93279"
"COL2A1","ORPHA:93315"
"COL2A1","OMIM:215150"
"COL2A1","OMIM:609162"
"COL2A1","ORPHA:209867"
"COL2A1","ORPHA:93316"
"COL2A1","ORPHA:85198"
"COL2A1","ORPHA:485"
"COL2A1","ORPHA:85166"
"COL2A1","ORPHA:90653"
"COL2A1","ORPHA:3450"
"COL2A1","OMIM:616583"
"COL2A1","OMIM:150600"
"COL2A1","OMIM:608805"
"COL2A1","ORPHA:86820"
"COL2A1","OMIM:609508"
"COL2A1","ORPHA:94068"
"COL2A1","OMIM:184250"
"COL2A1","ORPHA:93296"
"COL2A1","ORPHA:2380"
"COL2A1","OMIM:108300"
"COL2A1","ORPHA:459051"
"COL2A1","OMIM:156550"
"COL2A1","OMIM:183900"
"COL2A1","OMIM:200610"
"COL2A1","OMIM:604864"
"COL2A1","OMIM:132450"
"COL2A1","ORPHA:1856"
"COL3A1","ORPHA:231160"
"COL3A1","OMIM:130050"
"COL3A1","ORPHA:286"
"COL3A1","ORPHA:86"
"COL3A1","ORPHA:2500"
"COL3A1","OMIM:130020"
"COL4A1","OMIM:180000"
"COL4A1","ORPHA:477749"
"COL4A1","ORPHA:75326"
"COL4A1","OMIM:269160"
"COL4A1","ORPHA:36383"
"COL4A1","ORPHA:899"
"COL4A1","ORPHA:481986"
"COL4A1","ORPHA:73229"
"COL4A1","OMIM:611773"
"COL4A1","ORPHA:99810"
"COL4A1","OMIM:175780"
"COL4A1","OMIM:607595"
"COL4A2","ORPHA:99810"
"COL4A2","OMIM:614483"
"COL4A3","ORPHA:93213"
"COL4A3","OMIM:203780"
"COL4A3","ORPHA:88918"
"COL4A3","OMIM:104200"
"COL4A3","OMIM:141200"
"COL4A3","ORPHA:88919"
"COL4A4","OMIM:203780"
"COL4A4","ORPHA:88918"
"COL4A4","ORPHA:88919"
"COL4A5","OMIM:301050"
"COL4A5","ORPHA:88917"
"COL4A5","ORPHA:1018"
"COL4A6","ORPHA:90625"
"COL4A6","OMIM:300914"
"COL4A6","ORPHA:1018"
"COL5A1","OMIM:130000"
"COL5A1","ORPHA:90309"
"COL5A1","ORPHA:286"
"COL5A1","ORPHA:90318"
"COL5A2","OMIM:130000"
"COL5A2","ORPHA:90309"
"COL5A2","ORPHA:90318"
"COL6A1","ORPHA:610"
"COL6A1","OMIM:158810"
"COL6A1","ORPHA:75840"
"COL6A1","OMIM:254090"
"COL6A2","OMIM:255600"
"COL6A2","ORPHA:610"
"COL6A2","ORPHA:289380"
"COL6A2","OMIM:158810"
"COL6A2","ORPHA:75840"
"COL6A2","OMIM:254090"
"COL6A3","ORPHA:610"
"COL6A3","OMIM:616411"
"COL6A3","OMIM:158810"
"COL6A3","ORPHA:464440"
"COL6A3","ORPHA:75840"
"COL6A3","OMIM:254090"
"COL7A1","ORPHA:231568"
"COL7A1","OMIM:226600"
"COL7A1","ORPHA:158673"
"COL7A1","ORPHA:79409"
"COL7A1","OMIM:131750"
"COL7A1","ORPHA:89839"
"COL7A1","ORPHA:158676"
"COL7A1","ORPHA:79410"
"COL7A1","ORPHA:79411"
"COL7A1","OMIM:604129"
"COL7A1","ORPHA:89842"
"COL7A1","OMIM:607523"
"COL7A1","ORPHA:89843"
"COL7A1","OMIM:131705"
"COL7A1","OMIM:132000"
"COL7A1","ORPHA:79408"
"COL7A1","OMIM:131850"
"COL7A1","ORPHA:89841"
"COL8A2","OMIM:609140"
"COL8A2","OMIM:136800"
"COL8A2","ORPHA:98974"
"COL8A2","ORPHA:98973"
"COL9A1","OMIM:614134"
"COL9A1","ORPHA:250984"
"COL9A1","OMIM:614135"
"COL9A1","ORPHA:166002"
"COL9A2","OMIM:600204"
"COL9A2","ORPHA:250984"
"COL9A2","OMIM:614284"
"COL9A2","ORPHA:166002"
"COL9A3","OMIM:600969"
"COL9A3","ORPHA:250984"
"COL9A3","ORPHA:166002"
"COL10A1","OMIM:156500"
"COL10A1","ORPHA:174"
"COL11A1","OMIM:154780"
"COL11A1","ORPHA:560"
"COL11A1","OMIM:604841"
"COL11A1","ORPHA:2021"
"COL11A1","OMIM:228520"
"COL11A1","ORPHA:250984"
"COL11A1","ORPHA:440354"
"COL11A1","ORPHA:90654"
"COL11A2","ORPHA:90636"
"COL11A2","OMIM:184840"
"COL11A2","OMIM:215150"
"COL11A2","OMIM:601868"
"COL11A2","ORPHA:1427"
"COL11A2","ORPHA:90635"
"COL11A2","ORPHA:2021"
"COL11A2","OMIM:609706"
"COL11A2","OMIM:614524"
"COL11A2","ORPHA:166100"
"COL11A2","ORPHA:3450"
"COL11A2","OMIM:277610"
"COL12A1","ORPHA:610"
"COL12A1","OMIM:616471"
"COL12A1","OMIM:616470"
"COL12A1","ORPHA:75840"
"COL13A1","OMIM:616720"
"COL13A1","ORPHA:98913"
"COL13A1","ORPHA:98914"
"COL17A1","ORPHA:293381"
"COL17A1","OMIM:122400"
"COL17A1","OMIM:226650"
"COL17A1","ORPHA:79406"
"COL17A1","ORPHA:251393"
"COL17A1","ORPHA:79402"
"COMP","OMIM:132400"
"COMP","OMIM:177170"
"COMP","ORPHA:750"
"COMP","ORPHA:93308"
"COMT","ORPHA:567"
"COMT","ORPHA:240863"
"COMT","ORPHA:284121"
"KLF6","OMIM:176807"
"KLF6","OMIM:613659"
"MAP3K8","OMIM:211980"
"COX6A1","OMIM:616039"
"COX6A1","ORPHA:435998"
"COX6B1","OMIM:220110"
"COX6B1","ORPHA:254905"
"COX7B","ORPHA:2556"
"COX7B","OMIM:300887"
"COX10","OMIM:256000"
"COX10","OMIM:220110"
"COX10","ORPHA:254905"
"COX15","OMIM:256000"
"COX15","OMIM:615119"
"COX15","ORPHA:1561"
"COX15","ORPHA:255241"
"CP","ORPHA:48818"
"CP","OMIM:604290"
"CPA1","ORPHA:676"
"CPN1","OMIM:212070"
"CPOX","OMIM:121300"
"CPOX","ORPHA:79273"
"CPS1","ORPHA:147"
"CPS1","OMIM:237300"
"CPT1A","OMIM:255120"
"CPT1A","ORPHA:156"
"CPT2","ORPHA:228302"
"CPT2","ORPHA:228308"
"CPT2","OMIM:600649"
"CPT2","ORPHA:263524"
"CPT2","ORPHA:228305"
"CPT2","OMIM:608836"
"CPT2","OMIM:255110"
"CR2","ORPHA:1572"
"CR2","OMIM:240500"
"CR2","OMIM:614699"
"CREB1","ORPHA:97338"
"CREB1","OMIM:612160"
"CREBBP","ORPHA:353281"
"CREBBP","OMIM:180849"
"CREBBP","ORPHA:353277"
"CREBBP","ORPHA:370026"
"CRKL","ORPHA:261330"
"CRX","ORPHA:65"
"CRX","ORPHA:791"
"CRX","OMIM:268000"
"CRX","OMIM:613829"
"CRX","ORPHA:1872"
"CRX","OMIM:120970"
"CRYAA","OMIM:604219"
"CRYAA","ORPHA:1377"
"CRYAA","ORPHA:441452"
"CRYAA","ORPHA:98991"
"CRYAA","ORPHA:98988"
"CRYAA","ORPHA:98994"
"CRYAB","ORPHA:98993"
"CRYAB","ORPHA:441452"
"CRYAB","ORPHA:98991"
"CRYAB","OMIM:613869"
"CRYAB","OMIM:615184"
"CRYAB","ORPHA:399058"
"CRYAB","OMIM:608810"
"CRYAB","ORPHA:154"
"CRYAB","OMIM:613763"
"CRYAB","ORPHA:280553"
"CRYBA1","ORPHA:98993"
"CRYBA1","ORPHA:441452"
"CRYBA1","ORPHA:98991"
"CRYBA1","ORPHA:98985"
"CRYBA1","OMIM:600881"
"CRYBA2","ORPHA:98991"
"CRYBA2","ORPHA:98988"
"CRYBA2","OMIM:115900"
"CRYBA4","ORPHA:1377"
"CRYBA4","ORPHA:441452"
"CRYBA4","OMIM:610425"
"CRYBB1","ORPHA:1377"
"CRYBB1","ORPHA:98991"
"CRYBB1","OMIM:611544"
"CRYBB1","ORPHA:98984"
"CRYBB2","ORPHA:98989"
"CRYBB2","ORPHA:1377"
"CRYBB2","ORPHA:98991"
"CRYBB2","ORPHA:441447"
"CRYBB2","ORPHA:98994"
"CRYBB2","ORPHA:98985"
"CRYBB2","OMIM:601547"
"CRYBB2","ORPHA:98984"
"CRYBB3","OMIM:609741"
"CRYBB3","ORPHA:98991"
"CRYBB3","ORPHA:98988"
"CRYGB","ORPHA:441452"
"CRYGB","ORPHA:98988"
"CRYGB","ORPHA:98994"
"CRYGB","OMIM:615188"
"CRYGC","ORPHA:1377"
"CRYGC","ORPHA:441452"
"CRYGC","ORPHA:98991"
"CRYGC","OMIM:604307"
"CRYGC","ORPHA:98984"
"CRYGD","ORPHA:98989"
"CRYGD","ORPHA:1377"
"CRYGD","ORPHA:441452"
"CRYGD","ORPHA:98991"
"CRYGD","OMIM:115700"
"CRYGD","ORPHA:98984"
"CRYGD","ORPHA:98990"
"CRYGS","ORPHA:441452"
"CRYGS","ORPHA:98985"
"CRYGS","OMIM:116100"
"CRYM","ORPHA:90635"
"CRYM","OMIM:616357"
"CSF1R","ORPHA:313808"
"CSF1R","OMIM:221820"
"CSF2RB","ORPHA:264675"
"CSF2RB","OMIM:614370"
"CSF3R","OMIM:617014"
"CSF3R","OMIM:162830"
"CSF3R","ORPHA:420702"
"CSF3R","ORPHA:279943"
"CSF3R","ORPHA:98824"
"CSF3R","ORPHA:86829"
"CSNK1D","ORPHA:164736"
"CSNK1D","OMIM:615224"
"CSNK2A1","OMIM:617062"
"VCAN","OMIM:143200"
"VCAN","ORPHA:898"
"CST3","OMIM:105150"
"CST3","ORPHA:100008"
"CSTA","OMIM:607936"
"CSTA","ORPHA:289586"
"CSTA","ORPHA:263534"
"CSTB","OMIM:254800"
"CSTB","ORPHA:308"
"NKX2-5","ORPHA:334"
"NKX2-5","ORPHA:1627"
"NKX2-5","OMIM:614432"
"NKX2-5","ORPHA:3303"
"NKX2-5","OMIM:108900"
"NKX2-5","OMIM:217095"
"NKX2-5","ORPHA:101351"
"NKX2-5","OMIM:614435"
"NKX2-5","ORPHA:1479"
"NKX2-5","ORPHA:402075"
"NKX2-5","ORPHA:871"
"NKX2-5","OMIM:187500"
"NKX2-5","ORPHA:99103"
"NKX2-5","ORPHA:95712"
"NKX2-5","ORPHA:2248"
"NKX2-5","ORPHA:95713"
"NKX2-5","OMIM:225250"
"CTBP1","OMIM:194190"
"CTGF","ORPHA:220393"
"CTGF","ORPHA:220402"
"CTH","OMIM:219500"
"CTH","ORPHA:212"
"CTLA4","ORPHA:436159"
"CTLA4","ORPHA:900"
"CTLA4","OMIM:616100"
"CTLA4","ORPHA:391490"
"CTLA4","ORPHA:3162"
"CTLA4","ORPHA:2584"
"CTNNA1","ORPHA:99001"
"CTNNA1","ORPHA:26106"
"CTNNA1","OMIM:608970"
"CTNS","ORPHA:411641"
"CTNS","OMIM:219800"
"CTNS","ORPHA:411634"
"CTNS","ORPHA:411629"
"CTNS","OMIM:219750"
"CTNS","OMIM:219900"
"CTNNB1","OMIM:167000"
"CTNNB1","OMIM:615075"
"CTNNB1","ORPHA:404473"
"CTNNB1","ORPHA:891"
"CTNNB1","ORPHA:210159"
"CTNNB1","OMIM:617572"
"CTNNB1","ORPHA:91414"
"CTNNB1","OMIM:114500"
"CTNNB1","OMIM:132600"
"CTNNB1","OMIM:114550"
"CTNNB1","ORPHA:873"
"CTNNB1","OMIM:155255"
"CTNNB1","ORPHA:33402"
"CTNNB1","ORPHA:54595"
"CTNND1","ORPHA:1997"
"CTNND1","OMIM:617681"
"CTNND2","ORPHA:86814"
"CTNND2","ORPHA:281"
"CTPS1","OMIM:615897"
"CTPS1","ORPHA:420573"
"CTSB","ORPHA:50943"
"CTSD","OMIM:610127"
"CTSD","ORPHA:228337"
"CTSH","ORPHA:2073"
"CTSK","ORPHA:763"
"CTSK","OMIM:265800"
"CYB5A","ORPHA:621"
"CYB5A","ORPHA:90796"
"CYB5A","OMIM:250790"
"CYBA","ORPHA:379"
"CYBA","OMIM:233690"
"CYBB","ORPHA:379"
"CYBB","OMIM:300645"
"CYBB","OMIM:306400"
"CYBB","ORPHA:319623"
"CYC1","OMIM:615453"
"CYC1","ORPHA:1460"
"CYLD","ORPHA:867"
"CYLD","ORPHA:211"
"CYLD","OMIM:601606"
"CYLD","OMIM:132700"
"CYLD","OMIM:605041"
"CYP1B1","OMIM:600975"
"CYP1B1","ORPHA:98977"
"CYP1B1","OMIM:604229"
"CYP1B1","OMIM:231300"
"CYP1B1","OMIM:617315"
"CYP1B1","ORPHA:708"
"CYP1B1","ORPHA:98976"
"CYP2A6","OMIM:122700"
"CYP2C19","ORPHA:240921"
"CYP2C19","ORPHA:240935"
"CYP2C19","ORPHA:413667"
"CYP2C19","OMIM:609535"
"CYP2C9","ORPHA:413681"
"CYP2C9","OMIM:122700"
"CYP2C9","ORPHA:413674"
"CYP7A1","ORPHA:209902"
"CYP11A1","OMIM:613743"
"CYP11A1","ORPHA:168558"
"CYP11A1","ORPHA:289548"
"CYP11B1","OMIM:103900"
"CYP11B1","OMIM:202010"
"CYP11B1","ORPHA:403"
"CYP11B1","ORPHA:90795"
"CYP11B2","OMIM:203400"
"CYP11B2","ORPHA:99763"
"CYP11B2","ORPHA:403"
"CYP11B2","OMIM:610600"
"CYP17A1","ORPHA:90796"
"CYP17A1","ORPHA:90793"
"CYP17A1","OMIM:202110"
"CYP19A1","ORPHA:91"
"CYP19A1","ORPHA:178345"
"CYP19A1","OMIM:139300"
"CYP19A1","OMIM:613546"
"CYP21A2","OMIM:201910"
"CYP21A2","ORPHA:315306"
"CYP21A2","ORPHA:315311"
"CYP24A1","OMIM:143880"
"CYP24A1","ORPHA:300547"
"CYP27A1","OMIM:213700"
"CYP27A1","ORPHA:909"
"CYP27B1","ORPHA:289157"
"CYP27B1","OMIM:264700"
"DAB1","OMIM:615945"
"DAB1","ORPHA:363710"
"CD55","OMIM:226300"
"DAG1","ORPHA:370997"
"DAG1","OMIM:616538"
"DAG1","ORPHA:899"
"DAG1","OMIM:613818"
"DAG1","ORPHA:280333"
"DAO","ORPHA:803"
"DARS","OMIM:615281"
"DARS","ORPHA:363412"
"DAXX","ORPHA:100075"
"DAZ1","OMIM:415000"
"DAZ1","ORPHA:1646"
"DBH","OMIM:223360"
"DBH","ORPHA:230"
"DBT","ORPHA:268162"
"DBT","OMIM:248600"
"DBT","ORPHA:268145"
"DBT","ORPHA:268184"
"DBT","ORPHA:268173"
"DCC","OMIM:133239"
"DCC","OMIM:114500"
"DCC","ORPHA:238722"
"DCC","OMIM:157600"
"DCC","OMIM:617542"
"DCN","ORPHA:101068"
"DCN","OMIM:610048"
"ACE","ORPHA:97369"
"ACE","OMIM:267430"
"DCTN1","OMIM:168605"
"DCTN1","OMIM:607641"
"DCTN1","ORPHA:178509"
"DCTN1","ORPHA:139589"
"DCTN1","ORPHA:803"
"DCX","OMIM:300067"
"DCX","ORPHA:99796"
"DCX","ORPHA:2148"
"DDB2","ORPHA:910"
"DDB2","OMIM:278740"
"DDC","ORPHA:35708"
"DDC","OMIM:608643"
"AKR1C2","OMIM:614279"
"AKR1C2","ORPHA:443087"
"DDIT3","ORPHA:99967"
"DDIT3","OMIM:613488"
"DDOST","OMIM:614507"
"DDOST","ORPHA:300536"
"DDX3X","ORPHA:3338"
"DDX3X","OMIM:300958"
"DDX3X","ORPHA:457260"
"DDX3X","ORPHA:99861"
"DDX11","ORPHA:280558"
"DDX11","OMIM:613398"
"DES","OMIM:615325"
"DES","ORPHA:34517"
"DES","ORPHA:363543"
"DES","OMIM:181400"
"DES","OMIM:601419"
"DES","ORPHA:98909"
"DES","OMIM:602067"
"DES","OMIM:604765"
"DES","ORPHA:85146"
"DES","ORPHA:154"
"CFD","ORPHA:169467"
"CFD","OMIM:613912"
"TIMM8A","OMIM:304700"
"TIMM8A","ORPHA:52368"
"TIMM8A","OMIM:311150"
"GSDME","ORPHA:90635"
"GSDME","OMIM:600994"
"COCH","ORPHA:90635"
"COCH","OMIM:601369"
"DGUOK","OMIM:617068"
"DGUOK","OMIM:617070"
"DGUOK","OMIM:251880"
"DGUOK","ORPHA:329314"
"DGUOK","ORPHA:279934"
"DGUOK","ORPHA:494348"
"DHCR7","ORPHA:818"
"DHCR7","OMIM:270400"
"DHCR24","ORPHA:35107"
"DHCR24","OMIM:602398"
"DHFR","OMIM:613839"
"DHFR","ORPHA:319651"
"DHODH","ORPHA:246"
"DHODH","OMIM:263750"
"CYB5R3","ORPHA:621"
"CYB5R3","OMIM:250800"
"DIAPH1","ORPHA:494444"
"DIAPH1","OMIM:124900"
"DIAPH1","OMIM:616632"
"DIAPH1","ORPHA:477814"
"DIAPH2","OMIM:300511"
"DKC1","ORPHA:1775"
"DKC1","OMIM:305000"
"DKC1","ORPHA:3322"
"DLAT","OMIM:245348"
"DLAT","ORPHA:79244"
"DLD","ORPHA:2394"
"DLD","OMIM:246900"
"DLG3","ORPHA:777"
"DLG3","OMIM:300850"
"DLX3","OMIM:190320"
"DLX3","ORPHA:100034"
"DLX3","OMIM:104510"
"DLX3","ORPHA:3352"
"DLX4","OMIM:616788"
"DLX4","ORPHA:199306"
"DLX5","OMIM:220600"
"DLX5","ORPHA:71271"
"DLX5","ORPHA:2440"
"DLX6","ORPHA:2440"
"DMD","ORPHA:777"
"DMD","ORPHA:98895"
"DMD","ORPHA:206546"
"DMD","OMIM:310200"
"DMD","ORPHA:154"
"DMD","OMIM:300376"
"DMD","OMIM:302045"
"DMD","ORPHA:98896"
"DMP1","OMIM:241520"
"DMP1","ORPHA:289176"
"DNM1","OMIM:616346"
"DNM1","ORPHA:2382"
"DNM1","ORPHA:442835"
"DMPK","ORPHA:273"
"DMPK","OMIM:160900"
"DMRT1","ORPHA:242"
"DNA2","OMIM:615807"
"DNA2","OMIM:615156"
"DNA2","ORPHA:352470"
"DNAH5","OMIM:608644"
"DNAH5","ORPHA:244"
"DNASE1L3","ORPHA:300345"
"DNASE1L3","ORPHA:36412"
"DNASE1L3","OMIM:614420"
"DYNC1H1","ORPHA:178469"
"DYNC1H1","OMIM:614228"
"DYNC1H1","OMIM:614563"
"DYNC1H1","OMIM:158600"
"DYNC1H1","ORPHA:284232"
"DYNC1H1","ORPHA:209341"
"DNM2","ORPHA:100044"
"DNM2","OMIM:615368"
"DNM2","ORPHA:363409"
"DNM2","ORPHA:169189"
"DNM2","ORPHA:228179"
"DNM2","OMIM:606482"
"DNM2","OMIM:160150"
"DNMT1","ORPHA:456318"
"DNMT1","OMIM:604121"
"DNMT1","OMIM:614116"
"DNMT1","ORPHA:314404"
"DNMT3A","OMIM:615879"
"DNMT3A","ORPHA:404443"
"DNMT3B","OMIM:242860"
"DNMT3B","ORPHA:2268"
"DOCK2","OMIM:616433"
"DOCK2","ORPHA:447737"
"DPAGT1","ORPHA:86309"
"DPAGT1","OMIM:614750"
"DPAGT1","ORPHA:353327"
"DPAGT1","OMIM:608093"
"DPH1","ORPHA:459061"
"DPH1","OMIM:616901"
"DPP6","ORPHA:228140"
"DPP6","OMIM:616311"
"DPP6","ORPHA:2514"
"DPYD","ORPHA:293948"
"DPYD","ORPHA:1675"
"DPYD","ORPHA:240839"
"DPYD","OMIM:274270"
"DPYS","ORPHA:38874"
"DPYS","OMIM:222748"
"SLC26A3","ORPHA:53689"
"SLC26A3","OMIM:214700"
"DRD2","OMIM:159900"
"DRD2","ORPHA:36899"
"ATN1","ORPHA:101"
"ATN1","OMIM:125370"
"DSC2","ORPHA:293899"
"DSC2","ORPHA:293888"
"DSC2","ORPHA:293910"
"DSC2","OMIM:610476"
"DSG1","OMIM:615508"
"DSG1","ORPHA:369999"
"DSG1","ORPHA:370002"
"DSG1","OMIM:148700"
"DSG1","ORPHA:50942"
"DSG1","ORPHA:369992"
"DSG2","ORPHA:293899"
"DSG2","ORPHA:293888"
"DSG2","OMIM:610193"
"DSG2","ORPHA:293910"
"DSG2","ORPHA:154"
"DSG2","OMIM:612877"
"DSP","ORPHA:293899"
"DSP","OMIM:607450"
"DSP","ORPHA:158687"
"DSP","ORPHA:293888"
"DSP","ORPHA:2032"
"DSP","OMIM:609638"
"DSP","ORPHA:50942"
"DSP","OMIM:615821"
"DSP","ORPHA:293165"
"DSP","ORPHA:369992"
"DSP","OMIM:607655"
"DSP","OMIM:605676"
"DSP","ORPHA:65282"
"DSP","ORPHA:293910"
"DSP","ORPHA:476096"
"DSP","OMIM:612908"
"DSPP","OMIM:125500"
"DSPP","OMIM:605594"
"DSPP","OMIM:125490"
"DSPP","OMIM:125420"
"DSPP","ORPHA:99791"
"DSPP","ORPHA:166260"
"DSPP","ORPHA:99789"
"DSPP","ORPHA:166265"
"SLC26A2","OMIM:600972"
"SLC26A2","OMIM:256050"
"SLC26A2","ORPHA:93298"
"SLC26A2","OMIM:226900"
"SLC26A2","ORPHA:56304"
"SLC26A2","ORPHA:93307"
"SLC26A2","OMIM:222600"
"SLC26A2","ORPHA:628"
"DTNA","OMIM:604169"
"DTNA","ORPHA:54260"
"DUSP6","ORPHA:432"
"DUSP6","OMIM:146110"
"DUSP6","OMIM:615269"
"DUSP6","ORPHA:478"
"DVL1","ORPHA:3107"
"DVL1","OMIM:180700"
"DVL1","OMIM:616331"
"DVL3","ORPHA:3107"
"DVL3","OMIM:616894"
"DYRK1A","ORPHA:464311"
"DYRK1A","OMIM:614104"
"DYRK1A","ORPHA:268261"
"TOR1A","ORPHA:256"
"TOR1A","OMIM:128100"
"TOR1A","ORPHA:36899"
"ECE1","OMIM:613870"
"ECE1","ORPHA:388"
"TYMP","OMIM:603041"
"TYMP","ORPHA:298"
"ECHS1","OMIM:616277"
"ECHS1","ORPHA:255241"
"ECM1","OMIM:247100"
"ECM1","ORPHA:530"
"EDA","OMIM:305100"
"EDA","OMIM:313500"
"EDA","ORPHA:99798"
"EDA","ORPHA:181"
"EDN1","OMIM:615706"
"EDN1","ORPHA:137888"
"EDN1","OMIM:612798"
"EDN3","ORPHA:661"
"EDN3","OMIM:209880"
"EDN3","ORPHA:388"
"EDN3","OMIM:613265"
"EDN3","ORPHA:897"
